Class,Order,Family,Species,Trade_type,Source
Amphibian,Anura,Alsodidae,Eupsophus calcaratus,NA,IUCN
Amphibian,Anura,Arthroleptidae,Astylosternus diadematus,Prod,IUCN
Amphibian,Anura,Arthroleptidae,Astylosternus montanus,Prod,IUCN
Amphibian,Anura,Arthroleptidae,Leptodactylodon bicolor,NA,IUCN
Amphibian,Anura,Arthroleptidae,Leptopelis argenteus,Pet,IUCN
Amphibian,Anura,Arthroleptidae,Leptopelis bocagii,Pet,IUCN
Amphibian,Anura,Arthroleptidae,Leptopelis notatus,Prod,IUCN
Amphibian,Anura,Arthroleptidae,Leptopelis vermiculatus,Pet,IUCN
Amphibian,Anura,Arthroleptidae,Trichobatrachus robustus,Prod,IUCN
Amphibian,Anura,Bombinatoridae,Barbourula busuangensis,Prod,IUCN
Amphibian,Anura,Bombinatoridae,Barbourula kalimantanensis,NA,IUCN
Amphibian,Anura,Bombinatoridae,Bombina bombina,Pet,IUCN
Amphibian,Anura,Bombinatoridae,Bombina orientalis,"Pet, Prod",IUCN
Amphibian,Anura,Bombinatoridae,Bombina variegata,Pet,IUCN
Amphibian,Anura,Bufonidae,Altiphrynoides malcolmi,NA,CITES
Amphibian,Anura,Bufonidae,Altiphrynoides osgoodi,NA,CITES
Amphibian,Anura,Bufonidae,Anaxyrus boreas,Pet,IUCN
Amphibian,Anura,Bufonidae,Anaxyrus cognatus,NA,IUCN
Amphibian,Anura,Bufonidae,Anaxyrus retiformis,Pet,"IUCN, CITES"
Amphibian,Anura,Bufonidae,Atelopus carbonerensis,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus cruciger,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus flavescens,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus franciscus,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus peruensis,"Pet, Prod",IUCN
Amphibian,Anura,Bufonidae,Atelopus pulcher,"Pet, Prod",IUCN
Amphibian,Anura,Bufonidae,Atelopus senex,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus siranus,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus spurrelli,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus varius,Pet,IUCN
Amphibian,Anura,Bufonidae,Atelopus zeteki,Pet,"IUCN, CITES"
Amphibian,Anura,Bufonidae,Bufo andrewsi,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo bankorensis,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo bufo,Pet,IUCN
Amphibian,Anura,Bufonidae,Bufo gargarizans,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo kabischi,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo minshanicus,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo tibetanus,Prod,IUCN
Amphibian,Anura,Bufonidae,Bufo wolongensis,Prod,IUCN
Amphibian,Anura,Bufonidae,Duttaphrynus himalayanus,NA,IUCN
Amphibian,Anura,Bufonidae,Duttaphrynus melanostictus,Pet,IUCN
Amphibian,Anura,Bufonidae,Ingerophrynus celebensis,Prod,IUCN
Amphibian,Anura,Bufonidae,Leptophryne cruentata,NA,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus admirabilis,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus atroluteus,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus cambaraensis,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus fulvoguttatus,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus klappenbachi,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus stelzneri,Pet,IUCN
Amphibian,Anura,Bufonidae,Melanophryniscus tumifrons,Pet,IUCN
Amphibian,Anura,Bufonidae,Nannophryne cophotis,Pet,IUCN
Amphibian,Anura,Bufonidae,Nectophrynoides cryptus,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides frontierei,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides laevis,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides laticeps,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides minutus,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides paulae,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides poyntoni,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides pseudotornieri,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides tornieri,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides vestergaardi,NA,CITES
Amphibian,Anura,Bufonidae,Nectophrynoides viviparus,NA,"IUCN, CITES"
Amphibian,Anura,Bufonidae,Nectophrynoides wendyae,NA,CITES
Amphibian,Anura,Bufonidae,Nimbaphrynoides occidentalis,NA,CITES
Amphibian,Anura,Bufonidae,Phrynoidis asper,NA,IUCN
Amphibian,Anura,Bufonidae,Rhaebo blombergi,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhaebo guttatus,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhinella granulosa,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhinella limensis,NA,IUCN
Amphibian,Anura,Bufonidae,Rhinella margaritifera,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhinella marina,Prod,IUCN
Amphibian,Anura,Bufonidae,Rhinella pygmaea,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhinella schneideri,Pet,IUCN
Amphibian,Anura,Bufonidae,Rhinella sclerocephala,Prod,IUCN
Amphibian,Anura,Bufonidae,Rhinella spinulosa,Prod,IUCN
Amphibian,Anura,Bufonidae,Sclerophrys maculata,Prod,IUCN
Amphibian,Anura,Bufonidae,Sclerophrys regularis,Pet,IUCN
Amphibian,Anura,Bufonidae,Sclerophrys superciliaris,"Pet, Prod",IUCN
Amphibian,Anura,Bufonidae,Sclerophrys vittata,NA,IUCN
Amphibian,Anura,Bufonidae,Strauchbufo raddei,Prod,IUCN
Amphibian,Anura,Calyptocephalellidae,Calyptocephalella gayi,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Ceratobatrachidae,Cornufer guppyi,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys aurita,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys calcarata,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys cornuta,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys cranwelli,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys joazeirensis,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys ornata,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Ceratophrys stolzmanni,"Pet, Prod",IUCN
Amphibian,Anura,Ceratophryidae,Chacophrys pierottii,Pet,IUCN
Amphibian,Anura,Ceratophryidae,Lepidobatrachus laevis,Pet,IUCN
Amphibian,Anura,Conrauidae,Conraua goliath,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Conrauidae,Conraua robusta,Prod,IUCN
Amphibian,Anura,Dendrobatidae,Adelphobates castaneoticus,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Adelphobates galactonotus,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Adelphobates quinquevittatus,Pet,CITES
Amphibian,Anura,Dendrobatidae,Allobates femoralis,"Pet, Prod",CITES
Amphibian,Anura,Dendrobatidae,Allobates myersi,NA,CITES
Amphibian,Anura,Dendrobatidae,Allobates zaparo,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega andina,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega bassleri,"Pet, Prod",CITES
Amphibian,Anura,Dendrobatidae,Ameerega berohoka,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega bilinguis,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega boehmei,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega boliviana,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega braccata,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega cainarachi,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega erythromos,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega flavopicta,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega hahneli,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega ignipedis,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega ingeri,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega macero,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega parvula,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega petersi,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega picta,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ameerega planipaleae,"Pet, Prod",CITES
Amphibian,Anura,Dendrobatidae,Ameerega pongoensis,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega pulchripecta,NA,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega rubriventris,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega silverstonei,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega simulans,NA,CITES
Amphibian,Anura,Dendrobatidae,Ameerega smaragdina,Prod,CITES
Amphibian,Anura,Dendrobatidae,Ameerega trivittata,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ameerega yungicola,NA,CITES
Amphibian,Anura,Dendrobatidae,Andinobates abditus,Pet,CITES
Amphibian,Anura,Dendrobatidae,Andinobates altobueyensis,NA,CITES
Amphibian,Anura,Dendrobatidae,Andinobates bombetes,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Andinobates claudiae,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Andinobates daleswansoni,NA,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Andinobates dorisswansonae,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Andinobates fulguritus,Pet,CITES
Amphibian,Anura,Dendrobatidae,Andinobates minutus,Pet,CITES
Amphibian,Anura,Dendrobatidae,Andinobates opisthomelas,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Andinobates tolimensis,NA,CITES
Amphibian,Anura,Dendrobatidae,Andinobates viridis,NA,CITES
Amphibian,Anura,Dendrobatidae,Andinobates virolinensis,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Anomaloglossus rufulus,NA,CITES
Amphibian,Anura,Dendrobatidae,Dendrobates auratus,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Dendrobates leucomelas,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Dendrobates nubeculosus,NA,CITES
Amphibian,Anura,Dendrobatidae,Dendrobates tinctorius,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Dendrobates truncatus,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Epipedobates anthonyi,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Epipedobates boulengeri,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Epipedobates espinosai,NA,CITES
Amphibian,Anura,Dendrobatidae,Epipedobates machalilla,NA,CITES
Amphibian,Anura,Dendrobatidae,Epipedobates narinensis,NA,CITES
Amphibian,Anura,Dendrobatidae,Epipedobates tricolor,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Excidobates captivus,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Excidobates mysteriosus,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Hyloxalus azureiventris,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Hyloxalus pulcherrimus,Pet,IUCN
Amphibian,Anura,Dendrobatidae,Hyloxalus spilotogaster,Pet,IUCN
Amphibian,Anura,Dendrobatidae,Minyobates steyermarki,NA,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga arborea,Pet,CITES
Amphibian,Anura,Dendrobatidae,Oophaga granulifera,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga histrionica,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga lehmanni,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga occultator,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga pumilio,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga speciosa,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga sylvatica,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Oophaga vicentei,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Phyllobates aurotaenia,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Phyllobates bicolor,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Phyllobates lugubris,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Phyllobates terribilis,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Phyllobates vittatus,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya amazonica,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ranitomeya benedicta,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya defleri,NA,CITES
Amphibian,Anura,Dendrobatidae,Ranitomeya fantastica,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya flavovittata,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya imitator,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya reticulata,NA,IUCN
Amphibian,Anura,Dendrobatidae,Ranitomeya sirensis,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya summersi,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya uakarii,Pet,"IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya vanzolinii,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dendrobatidae,Ranitomeya variabilis,Pet,CITES
Amphibian,Anura,Dendrobatidae,Ranitomeya ventrimaculata,"Pet, Prod",CITES
Amphibian,Anura,Dendrobatidae,Silverstoneia minima,Pet,IUCN
Amphibian,Anura,Dendrobatidae,Silverstoneia punctiventris,Pet,IUCN
Amphibian,Anura,Dicroglossidae,Chrysopaa sternosignata,NA,IUCN
Amphibian,Anura,Dicroglossidae,Euphlyctis hexadactylus,Prod,"IUCN, CITES"
Amphibian,Anura,Dicroglossidae,Fejervarya cancrivora,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya limnocharis,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya nepalensis,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya raja,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya teraiensis,NA,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya triora,NA,IUCN
Amphibian,Anura,Dicroglossidae,Fejervarya vittigera,NA,IUCN
Amphibian,Anura,Dicroglossidae,Hoplobatrachus crassus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Hoplobatrachus occipitalis,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Hoplobatrachus tigerinus,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Dicroglossidae,Limnonectes acanthi,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes blythii,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes dabanus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes diuatus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes doriae,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes grunniens,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes gyldenstolpei,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes ibanorum,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes ingeri,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes isanensis,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes jarujini,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes kohchangae,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes kuhlii,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes leporinus,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes leytensis,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes macrocephalus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes macrodon,Pet,"IUCN, CITES"
Amphibian,Anura,Dicroglossidae,Limnonectes magnus,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes malesianus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes megastomias,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes microtympanum,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes poilani,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes shompenorum,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes taylori,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes visayanus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Limnonectes woodworthi,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana arnoldi,NA,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana liui,NA,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana maculosa,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana quadranus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana unculuanus,NA,IUCN
Amphibian,Anura,Dicroglossidae,Nanorana yunnanensis,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Occidozyga lima,Pet,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa acanthophora,NA,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa boulengeri,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa delacouri,NA,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa exilispinosa,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa jiulongensis,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa robertingeri,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa shini,Prod,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa spinosa,NA,IUCN
Amphibian,Anura,Dicroglossidae,Quasipaa verrucospinosa,NA,IUCN
Amphibian,Anura,Hemiphractidae,Gastrotheca marsupiata,NA,IUCN
Amphibian,Anura,Hemiphractidae,Gastrotheca peruana,Pet,IUCN
Amphibian,Anura,Hemisotidae,Hemisus marmoratus,"Pet, Prod",IUCN
Amphibian,Anura,Hylidae,Agalychnis annae,Pet,"IUCN, CITES"
Amphibian,Anura,Hylidae,Agalychnis callidryas,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Hylidae,Agalychnis moreletii,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Hylidae,Agalychnis saltator,NA,CITES
Amphibian,Anura,Hylidae,Charadrahyla taeniopus,NA,IUCN
Amphibian,Anura,Hylidae,Cruziohyla calcarifer,Pet,IUCN
Amphibian,Anura,Hylidae,Dendropsophus leucophyllatus,Pet,IUCN
Amphibian,Anura,Hylidae,Dryophytes cinereus,Pet,IUCN
Amphibian,Anura,Hylidae,Dryophytes gratiosus,Pet,IUCN
Amphibian,Anura,Hylidae,Dryophytes versicolor,Pet,IUCN
Amphibian,Anura,Hylidae,Ecnomiohyla miotympanum,NA,IUCN
Amphibian,Anura,Hylidae,Hyla annectans,Prod,IUCN
Amphibian,Anura,Hylidae,Hyla arborea,Pet,IUCN
Amphibian,Anura,Hylidae,Hyla chinensis,NA,IUCN
Amphibian,Anura,Hylidae,Hypsiboas boans,Pet,IUCN
Amphibian,Anura,Hylidae,Hypsiboas crepitans,Pet,IUCN
Amphibian,Anura,Hylidae,Hypsiboas punctatus,Pet,IUCN
Amphibian,Anura,Hylidae,Hypsiboas raniceps,Pet,IUCN
Amphibian,Anura,Hylidae,Litoria aurea,NA,IUCN
Amphibian,Anura,Hylidae,Litoria caerulea,Pet,IUCN
Amphibian,Anura,Hylidae,Litoria nasuta,Pet,IUCN
Amphibian,Anura,Hylidae,Litoria oktediensis,NA,IUCN
Amphibian,Anura,Hylidae,Litoria quadrilineata,Pet,IUCN
Amphibian,Anura,Hylidae,Nyctimystes infrafrenatus,Pet,IUCN
Amphibian,Anura,Hylidae,Osteopilus septentrionalis,Pet,IUCN
Amphibian,Anura,Hylidae,Osteopilus vastus,Pet,IUCN
Amphibian,Anura,Hylidae,Phyllomedusa bicolor,"Pet, Prod",IUCN
Amphibian,Anura,Hylidae,Phyllomedusa iheringii,Pet,IUCN
Amphibian,Anura,Hylidae,Phyllomedusa sauvagii,Pet,"IUCN, CITES"
Amphibian,Anura,Hylidae,Phytotriades auratus,NA,IUCN
Amphibian,Anura,Hylidae,Plectrohyla dasypus,Pet,IUCN
Amphibian,Anura,Hylidae,Plectrohyla exquisita,Pet,IUCN
Amphibian,Anura,Hylidae,Pseudacris regilla,Pet,IUCN
Amphibian,Anura,Hylidae,Pseudis paradoxa,Pet,IUCN
Amphibian,Anura,Hylidae,Scinax cabralensis,NA,IUCN
Amphibian,Anura,Hylidae,Trachycephalus coriaceus,Prod,IUCN
Amphibian,Anura,Hylidae,Trachycephalus typhonius,Pet,IUCN
Amphibian,Anura,Hylidae,Triprion petasatus,NA,IUCN
Amphibian,Anura,Hyperoliidae,Afrixalus fornasini,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Afrixalus orophilus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Heterixalus alboguttatus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Heterixalus betsileo,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Heterixalus boettgeri,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Heterixalus madagascariensis,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Heterixalus rutenbergi,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius argus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius concolor,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius marmoratus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius parkeri,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius pictus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius substriatus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Hyperolius viridiflavus,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Kassina decorata,NA,IUCN
Amphibian,Anura,Hyperoliidae,Kassina maculata,Pet,IUCN
Amphibian,Anura,Hyperoliidae,Kassina senegalensis,Pet,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus chaquensis,NA,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus fallax,Prod,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus labyrinthicus,Prod,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus laticeps,Pet,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus latrans,Prod,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus pentadactylus,Pet,IUCN
Amphibian,Anura,Leptodactylidae,Leptodactylus rhodomerus,NA,IUCN
Amphibian,Anura,Leptodactylidae,Physalaemus biligonigerus,Pet,IUCN
Amphibian,Anura,Mantellidae,Boehmantis microtympanum,Prod,IUCN
Amphibian,Anura,Mantellidae,Boophis albilabris,Pet,IUCN
Amphibian,Anura,Mantellidae,Boophis goudotii,Prod,IUCN
Amphibian,Anura,Mantellidae,Boophis madagascariensis,Pet,IUCN
Amphibian,Anura,Mantellidae,Boophis microtympanum,Pet,IUCN
Amphibian,Anura,Mantellidae,Mantella aurantiaca,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella baroni,"Pet, Prod",CITES
Amphibian,Anura,Mantellidae,Mantella bernhardi,Pet,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella betsileo,"Pet, Prod",CITES
Amphibian,Anura,Mantellidae,Mantella cowanii,Pet,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella crocea,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella ebenaui,Pet,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella expectata,Pet,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella haraldmeieri,Pet,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella laevigata,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella madagascariensis,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella manery,NA,"IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella milotympanum,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella nigricans,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella pulchra,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantella viridis,"Pet, Prod","IUCN, CITES"
Amphibian,Anura,Mantellidae,Mantidactylus grandidieri,Prod,IUCN
Amphibian,Anura,Mantellidae,Mantidactylus guttulatus,Prod,IUCN
Amphibian,Anura,Megophryidae,Leptobrachium boringii,Pet,IUCN
Amphibian,Anura,Megophryidae,Leptobrachium hainanense,NA,IUCN
Amphibian,Anura,Megophryidae,Leptobrachium hasseltii,Pet,IUCN
Amphibian,Anura,Megophryidae,Leptobrachium leishanense,NA,IUCN
Amphibian,Anura,Megophryidae,Leptobrachium smithi,NA,IUCN
Amphibian,Anura,Megophryidae,Leptolalax pelodytoides,Prod,IUCN
Amphibian,Anura,Megophryidae,Megophrys chuannanensis,NA,IUCN
Amphibian,Anura,Megophryidae,Megophrys feae,Prod,IUCN
Amphibian,Anura,Megophryidae,Megophrys major,NA,IUCN
Amphibian,Anura,Megophryidae,Megophrys montana,Pet,IUCN
Amphibian,Anura,Megophryidae,Megophrys nasuta,Pet,IUCN
Amphibian,Anura,Megophryidae,Megophrys stejnegeri,Pet,IUCN
Amphibian,Anura,Megophryidae,Oreolalax multipunctatus,NA,IUCN
Amphibian,Anura,Megophryidae,Oreolalax rhodostigmatus,NA,IUCN
Amphibian,Anura,Microhylidae,Callulops stictogaster,NA,IUCN
Amphibian,Anura,Microhylidae,Cophyla milloti,NA,IUCN
Amphibian,Anura,Microhylidae,Dermatonotus muelleri,Pet,IUCN
Amphibian,Anura,Microhylidae,Dyscophus antongilii,Pet,"IUCN, CITES"
Amphibian,Anura,Microhylidae,Dyscophus guineti,NA,"IUCN, CITES"
Amphibian,Anura,Microhylidae,Dyscophus insularis,Pet,"IUCN, CITES"
Amphibian,Anura,Microhylidae,Glyphoglossus guttulatus,Prod,IUCN
Amphibian,Anura,Microhylidae,Glyphoglossus molossus,NA,IUCN
Amphibian,Anura,Microhylidae,Kaloula mediolineata,Prod,IUCN
Amphibian,Anura,Microhylidae,Kaloula pulchra,Pet,IUCN
Amphibian,Anura,Microhylidae,Microhyla achatina,Pet,IUCN
Amphibian,Anura,Microhylidae,Microhyla palmipes,Pet,IUCN
